date,platform,post_type,likes,shares,comments,views,,,,,,
28/09/2023,Instagram,video,1492,430,441,7191,,,,,,
28/09/2023,Facebook,text,2176,361,252,8113,,,,,,
28/09/2023,Facebook,text,1989,526,359,9738,,,,,,
28/09/2023,Twitter,image,2182,696,267,6501,,,,,,
28/09/2023,Twitter,image,1403,725,215,9987,,,,,,
29/09/2023,Facebook,image,1168,512,335,8673,,,,,,
29/09/2023,Facebook,text,702,758,422,7065,,,,,,
29/09/2023,Twitter,video,1687,778,421,7914,,,,,,
29/09/2023,Twitter,video,683,585,500,6946,,,,,,
29/09/2023,Facebook,video,2046,715,459,9565,,,,,,
29/09/2023,Facebook,image,796,682,168,4519,,,,,,
29/09/2023,Instagram,video,1073,380,277,5219,,,,,,
29/09/2023,Twitter,video,1014,762,140,6763,,,,,,
29/09/2023,Instagram,text,833,730,203,9008,,,,,,
29/09/2023,Instagram,text,590,362,245,4356,,,,,,
30/09/2023,Facebook,video,1404,198,428,5724,,,,,,
30/09/2023,Instagram,image,2070,296,174,5901,,,,,,
30/09/2023,Facebook,video,1511,251,217,8171,,,,,,
01/10/2023,Twitter,image,906,227,134,6606,,,,,,
01/10/2023,Instagram,image,805,299,214,6080,,,,,,
01/10/2023,Facebook,video,1130,670,225,6575,,,,,,
01/10/2023,Facebook,video,1387,299,342,7145,,,,,,
01/10/2023,Instagram,text,698,893,280,5836,,,,,,
01/10/2023,Instagram,image,505,565,441,5595,,,,,,
01/10/2023,Instagram,image,1044,468,117,9346,,,,,,
01/10/2023,Instagram,image,617,376,296,5552,,,,,,
01/10/2023,Facebook,text,893,254,379,4730,,,,,,
01/10/2023,Instagram,text,613,596,176,7990,,,,,,
02/10/2023,Twitter,image,457,544,408,8559,,,,,,
02/10/2023,Twitter,image,1058,856,494,8142,,,,,,
02/10/2023,Instagram,video,1788,301,378,9701,,,,,,
02/10/2023,Instagram,text,1201,359,248,8667,,,,,,
02/10/2023,Facebook,image,778,496,148,4003,,,,,,
03/10/2023,Instagram,text,2132,271,265,4835,,,,,,
03/10/2023,Facebook,video,1784,364,433,6971,,,,,,
03/10/2023,Twitter,image,785,351,226,5431,,,,,,
03/10/2023,Instagram,image,2091,404,153,5549,,,,,,
03/10/2023,Instagram,text,2029,871,426,5718,,,,,,
03/10/2023,Twitter,video,1562,323,194,4291,,,,,,
03/10/2023,Instagram,video,1609,318,310,4043,,,,,,
03/10/2023,Facebook,image,871,562,243,4592,,,,,,
03/10/2023,Facebook,text,583,364,268,5361,,,,,,
03/10/2023,Twitter,image,1815,574,176,6845,,,,,,
04/10/2023,Facebook,text,1795,754,475,6476,,,,,,
04/10/2023,Instagram,image,1063,507,279,9742,,,,,,
04/10/2023,Instagram,text,1077,459,295,8852,,,,,,
04/10/2023,Facebook,video,1873,733,320,4882,,,,,,
04/10/2023,Facebook,text,1920,174,331,9553,,,,,,
04/10/2023,Facebook,video,882,704,495,6932,,,,,,
04/10/2023,Instagram,video,1110,159,269,8156,,,,,,
04/10/2023,Twitter,image,697,204,332,5716,,,,,,
04/10/2023,Facebook,video,2166,790,352,4043,,,,,,
05/10/2023,Facebook,video,1987,744,158,7565,,,,,,
05/10/2023,Instagram,image,1237,670,320,6449,,,,,,
05/10/2023,Instagram,video,1438,530,231,4651,,,,,,
05/10/2023,Instagram,video,596,607,228,9608,,,,,,
05/10/2023,Instagram,image,1931,603,197,5081,,,,,,
05/10/2023,Instagram,text,989,188,366,5422,,,,,,
05/10/2023,Facebook,image,626,239,393,4480,,,,,,
05/10/2023,Twitter,video,553,881,392,6880,,,,,,
05/10/2023,Facebook,image,1179,893,396,7261,,,,,,
05/10/2023,Instagram,video,1378,133,174,7304,,,,,,
06/10/2023,Instagram,video,808,315,493,6148,,,,,,
06/10/2023,Instagram,text,1054,780,379,4802,,,,,,
06/10/2023,Instagram,image,1658,417,440,7661,,,,,,
06/10/2023,Instagram,video,2074,449,246,7383,,,,,,
06/10/2023,Facebook,text,463,308,157,6093,,,,,,
06/10/2023,Twitter,image,1438,425,421,4340,,,,,,
06/10/2023,Instagram,image,2045,682,194,5364,,,,,,
06/10/2023,Instagram,text,1555,363,472,4538,,,,,,
07/10/2023,Instagram,video,2060,549,335,4859,,,,,,
07/10/2023,Twitter,text,800,717,226,6651,,,,,,
07/10/2023,Instagram,image,1872,243,257,9742,,,,,,
07/10/2023,Instagram,text,1791,232,278,6632,,,,,,
08/10/2023,Instagram,text,472,126,260,7374,,,,,,
08/10/2023,Instagram,image,686,202,444,8060,,,,,,
08/10/2023,Instagram,image,1332,643,149,5341,,,,,,
08/10/2023,Twitter,image,1490,175,363,7006,,,,,,
09/10/2023,Facebook,video,419,152,157,8600,,,,,,
09/10/2023,Instagram,image,2006,892,178,8038,,,,,,
09/10/2023,Instagram,text,405,126,471,9830,,,,,,
09/10/2023,Instagram,image,1015,491,201,7524,,,,,,
10/10/2023,Twitter,text,1817,810,390,6255,,,,,,
10/10/2023,Instagram,image,932,304,423,7300,,,,,,
10/10/2023,Instagram,image,2146,485,327,6075,,,,,,
10/10/2023,Instagram,video,1797,514,177,7758,,,,,,
10/10/2023,Twitter,image,531,550,352,7490,,,,,,
10/10/2023,Twitter,text,594,671,130,8075,,,,,,
10/10/2023,Facebook,text,1630,822,454,7798,,,,,,
10/10/2023,Twitter,video,738,324,150,4225,,,,,,
10/10/2023,Twitter,video,1598,121,347,6310,,,,,,
10/10/2023,Twitter,text,1267,327,217,9025,,,,,,
11/10/2023,Instagram,image,2018,135,359,8738,,,,,,
11/10/2023,Twitter,video,1490,635,174,8974,,,,,,
11/10/2023,Instagram,text,1913,205,120,4104,,,,,,
11/10/2023,Facebook,video,1800,608,270,7741,,,,,,
11/10/2023,Facebook,text,1082,579,168,7554,,,,,,
11/10/2023,Twitter,video,1022,697,181,8644,,,,,,
11/10/2023,Twitter,image,775,373,353,9050,,,,,,
12/10/2023,Instagram,text,1753,197,391,6430,,,,,,
12/10/2023,Instagram,video,649,602,174,6168,,,,,,
12/10/2023,Instagram,image,1495,238,368,9736,,,,,,
12/10/2023,Facebook,image,1015,258,277,7851,,,,,,
12/10/2023,Instagram,image,2145,680,432,6388,,,,,,
12/10/2023,Instagram,video,1238,899,425,5855,,,,,,
13/10/2023,Facebook,image,622,546,347,5326,,,,,,
13/10/2023,Instagram,video,480,494,320,8670,,,,,,
13/10/2023,Twitter,image,496,326,126,6376,,,,,,
13/10/2023,Twitter,text,2016,505,268,4469,,,,,,
13/10/2023,Facebook,image,2053,793,489,9140,,,,,,
13/10/2023,Instagram,text,2063,123,319,8101,,,,,,
13/10/2023,Twitter,text,2136,378,435,4415,,,,,,
